PC1_1,PC2_1,PC1_2,PC2_2,PC1_3,PC2_3,PC1_4,PC2_4,PC1_5,PC2_5,PC1_6,PC2_6,PC1_7,PC2_7,PC1_8,PC2_8,PC1_9,PC2_9,PC1_10,PC2_10,PC1_11,PC2_11,PC1_12,PC2_12,PC1_13,PC2_13,PC1_14,PC2_14,PC1_15,PC2_15,PC1_16,PC2_16,PC1_17,PC2_17,PC1_18,PC2_18
-0.093964987,-0.017517441,-0.08109294,-0.008430488,-0.085948553,0.010526509,0.079865999,-0.006217726,0.074072262,-0.024323375,0.071668441,0.014070694,0.088319765,-0.039013701,0.086980328,-0.025236894,0.084476265,-0.012574884,0.054294116,-0.005068878,0.089442281,-0.005319035,0.089069192,-0.019254134,0.017744706,-0.029043536,0.055047961,0.00886613,0.098882118,0.039757784,0.081300292,0.033206554,-0.084299981,0.022195547,0.094338493,0.012475321
-0.088548933,-0.01309295,-0.093961049,-0.015190592,-0.097385955,0.022566257,0.094198541,-0.02924757,0.086083574,-0.037941336,0.097196113,-0.014043142,0.08464804,-0.035440049,0.088114126,-0.030018498,0.093414576,-0.015537721,0.089586874,-0.014742963,0.093292731,-0.008384117,0.092895169,-0.022473511,0.092503985,0.030871469,0.088681915,-0.035213021,0.078851181,-0.009099174,0.088998498,0.038489416,-0.093278978,0.028676534,0.096273009,0.016552071
0.051297985,-0.056292991,0.047065144,-0.058386777,0.047095322,0.083954165,-0.061160073,-0.054784016,-0.068322545,-0.058445264,-0.046015539,-0.068954754,-0.056020492,-0.046306886,-0.059107976,-0.054492493,-0.048013753,-0.057654649,-0.053084457,-0.072942377,-0.059010781,-0.07295251,-0.056827516,-0.05674677,-0.062944961,0.052443133,-0.059646775,-0.026472467,-0.050256627,0.056863621,-0.062077005,0.057767683,0.053850539,0.060606092,-0.04908024,0.067622376
-0.090444252,-0.015340893,-0.09387092,-0.026588659,-0.097035667,0.015856253,0.093299931,-0.030241053,0.088310802,-0.039889791,0.098522019,-0.013336682,0.091075436,-0.041696598,0.090447425,-0.031689906,0.09967294,-0.016820493,0.092091685,-0.018461536,0.097081653,-0.008171672,0.096140963,-0.025978408,0.090788293,0.035472801,0.093322241,-0.038085385,0.083092061,-0.007972348,0.092393817,0.042605908,-0.095254292,0.031376309,0.098246041,0.018336518
0.055431778,-0.068378224,0.056017151,-0.070357552,0.050363812,0.072528806,-0.05649438,-0.05748306,-0.068946208,-0.056994103,-0.04526795,-0.071518623,-0.06387737,-0.064398044,-0.063334038,-0.066870381,-0.053592933,-0.072540454,-0.056726975,-0.070432276,-0.04837339,-0.091412728,-0.059255563,-0.060099157,-0.067995786,0.063636676,-0.065563981,-0.06158549,-0.051322124,0.068153926,-0.066488046,0.061769519,0.057223509,0.067135161,-0.051780104,0.065312327
0.05260256,-0.056539391,0.054149351,-0.053886949,0.047491426,0.052092274,-0.06404276,-0.055041193,-0.067768452,-0.057037603,-0.0487957,-0.071218062,-0.055260386,-0.049002353,-0.063545834,-0.061832821,-0.050931907,-0.062342212,-0.05616703,-0.076511809,-0.048097813,-0.084117492,-0.05759516,-0.060125749,-0.063050929,0.055055424,-0.062132078,-0.055466807,-0.052773357,0.062981241,-0.06294438,0.058625104,0.055311054,0.064396711,-0.05172857,0.083326336
0.052377832,-0.063749371,0.050958761,-0.045497183,0.051879383,0.080019404,-0.055209759,-0.05274028,-0.062515033,-0.050203431,-0.040182622,-0.063018111,-0.054874977,-0.04138091,-0.055699885,-0.050115046,-0.048852183,-0.058398879,-0.051262016,-0.017411792,-0.046482185,-0.081999077,-0.056389586,-0.056360665,-0.063949472,0.05670037,-0.060092017,-0.053948573,-0.048362395,0.048369878,-0.056933207,0.05229339,0.050527494,0.056721299,-0.047219016,0.062124852
-0.047228356,-0.006269046,-0.09212965,-0.025962445,0.021682491,-0.03999575,0.074536687,0.002407772,0.070248122,-0.017033649,0.055030502,0.008920318,0.091882268,-0.040509707,-0.001772602,0.056442181,0.022930702,0.009040355,0.058126041,-0.007920821,0.068997063,-0.002191473,-0.000177853,0.020839458,0.063654197,0.001862216,0.097136398,-0.038193359,0.076646953,-0.01299451,0.030035511,-0.020894368,-0.09787246,0.030609885,0.076708023,0.006330471
0.046928779,-0.048130026,0.051307352,-0.053514894,0.044023539,0.058695534,-0.050162163,-0.04848158,-0.060420347,-0.05113759,-0.043489005,-0.067292885,-0.060107926,-0.05473398,-0.054108803,-0.053752389,-0.047035836,-0.060794269,-0.049412286,-0.028721291,-0.054696474,-0.078954397,-0.053632547,-0.056700864,-0.063568078,0.054898498,-0.056946236,-0.051014178,-0.046835795,0.05881823,-0.061289897,0.048319432,0.049875891,0.060630724,-0.045418984,0.061240176
-0.038634402,0.035513057,-0.065007488,0.010824963,-0.087969461,0.004661147,0.090510635,-0.026506524,0.079941085,-0.027601887,0.085430072,-0.003781011,0.07788709,-0.021405543,0.089226249,-0.030224357,-0.006214874,0.017688441,0.09053915,-0.01716704,-0.00681889,0.037544506,-0.007248561,0.027484767,0.026521671,-0.025833251,0.02557374,0.064791787,0.080705327,-0.010071003,-0.00163041,-0.054720173,-0.089982023,0.025769701,0.006977656,-0.056307147
-0.090228088,-0.014544734,-0.091873127,-0.015058904,-0.095906305,0.015490997,0.092360892,-0.02816162,0.087012094,-0.039572089,0.098402131,-0.013624814,0.079527857,-0.03219813,0.082231455,-0.028945518,0.095332193,-0.004486709,0.086206701,-0.013103336,0.09137034,-0.007478878,0.091248187,-0.024084182,0.091892043,0.032802777,0.089068941,-0.036808268,0.101882975,0.042596615,0.088833014,0.042702702,-0.09061106,0.028893806,0.094774958,0.01327332
-0.085828675,-0.014742811,-0.0856352,-0.014608391,-0.086606397,0.015965181,0.083520926,-0.025351635,0.081172718,-0.033673731,0.081009889,-0.01175173,0.077785843,-0.028521986,0.082382112,-0.02519364,0.086334613,-0.006312692,0.083206267,-0.014517303,0.090311432,-0.007201948,0.085531548,-0.019589098,0.084225071,0.029513148,0.076286948,-0.026986306,0.074956963,-0.007806352,0.08254973,0.033404525,-0.088038427,0.026064084,0.089426179,0.012708656
-0.046169583,0.004992238,-0.038759335,0.008633462,-0.009104925,-0.014669985,-0.007730028,0.041776693,0.073746696,-0.028233225,0.007299451,0.06549928,0.017531957,0.029984272,0.074416175,-0.015408874,0.077366943,-0.003445586,0.031802906,0.010404673,0.012777364,0.027311013,0.079740564,-0.015529883,0.012003308,-0.037758347,0.013221426,0.054302144,-0.001161139,-0.049133608,-0.00256428,-0.040318641,-0.034642688,-0.014555871,0.011659223,-0.028668865
-0.095557214,-0.017546449,-0.08990558,-0.024982747,-0.098395166,0.015508571,0.095253247,-0.029357821,0.090006187,-0.03983922,0.09787697,-0.011357423,0.090748344,-0.040957663,0.092243776,-0.03219465,0.100377077,-0.016176029,0.091501558,-0.017860137,0.098085435,-0.008349329,0.097016827,-0.025455709,0.093422788,0.03724473,0.09366319,-0.037848769,0.081424732,-0.009846209,0.092937178,0.04165023,-0.095146013,0.030504802,0.099781255,0.019517321
0.049905163,-0.064154199,0.045627913,-0.048296827,0.044139769,0.057919699,-0.047142108,-0.036274563,-0.051424573,-0.032621386,-0.04656628,-0.060545649,-0.049671471,-0.043789527,-0.052441738,-0.048628446,-0.04080538,-0.009066982,-0.048887313,-0.069954374,-0.036520357,-0.049541448,-0.052222931,-0.055623558,-0.057089452,0.060805327,-0.056700558,-0.055712849,-0.044256638,0.052322996,-0.054833474,0.056399282,0.049622557,0.057723248,-0.040221812,0.04465979
-0.098894074,-0.017984778,-0.096728254,-0.026808621,-0.099763188,0.015322418,0.095288045,-0.028432384,0.090394824,-0.039437698,0.10055154,-0.011485516,0.089100718,-0.037388805,0.091109035,-0.031494928,0.101846049,-0.010857867,0.09140549,-0.009869315,0.099785033,-0.007369962,0.099427858,-0.02632319,0.094429457,0.037004322,0.095265685,-0.03875168,0.084553057,-0.007586252,0.095209466,0.042219904,-0.096104105,0.029598455,0.09370484,0.012871806
-0.093767711,-0.016920266,-0.074549486,-0.007056596,-0.09216032,0.020434442,0.086240159,-0.023642024,0.079388823,-0.02774201,0.085366012,-0.008050909,0.082355388,-0.030485938,0.084044865,-0.022484353,0.084317202,-0.00497629,0.082987414,-0.008050127,0.089993506,-0.004607531,0.089782303,-0.019541869,0.081545146,0.029640209,0.086558266,-0.033180717,0.108884217,0.055746959,0.093382714,0.036652619,-0.076076354,-0.02327565,0.08801873,0.013375055
-0.097537549,-0.014521494,-0.099577108,-0.028362325,-0.105251097,0.019027665,0.10106913,-0.030950821,0.095060044,-0.040260101,0.106481896,-0.014387418,0.087489229,-0.033733516,0.093888424,-0.031215457,0.106101551,-0.015288234,0.092260534,-0.010672784,0.101060402,-0.007785471,0.102239104,-0.026291755,0.09727146,0.036703236,0.097473092,-0.038957509,0.087102465,-0.007120979,0.09722445,0.041774884,-0.100292671,0.029733906,0.103171492,0.015870804
-0.090963292,-0.014324988,-0.093250816,-0.025903558,-0.097570908,0.015223505,0.095910246,-0.02864955,0.088058739,-0.039023315,0.098749669,-0.013457603,0.088136052,-0.039184414,0.089785049,-0.030844649,0.097519984,-0.004049614,0.085266805,-0.011530234,0.091943058,-0.005792902,0.092537736,-0.023836184,0.088016645,0.033273327,0.090971469,-0.036321173,0.081201746,-0.006762611,0.090386488,0.040865452,-0.093940931,0.029798557,0.09161776,0.016091699
0.035885304,0.051907709,0.02923906,0.024422931,0.032351449,-0.071588678,-0.012668587,0.113596199,-0.010292091,0.086431914,-0.03077098,0.083532088,-0.001347662,0.09266801,-0.014842964,0.080675135,-0.032758852,0.097756308,-0.027768779,0.103053391,-0.033641701,0.071824941,-0.020014135,0.101420644,-0.014475859,-0.101256362,-0.009479019,0.077330538,-0.020405796,-0.087867389,-0.003750559,-0.103912756,0.029175167,-0.067610826,-0.037706282,-0.035981712
0.0210883,0.134958628,0.014626453,0.141030506,0.022375998,-0.141094576,-0.022816373,0.091338009,0.003458883,0.115603701,-0.027980577,0.041724685,0.00983932,0.128062579,-0.004534358,0.122086304,-0.03327668,0.13044715,-0.024624514,0.136914754,-0.037434175,0.111975441,-0.013241181,0.12856166,-0.022200093,-0.073352891,-0.001017358,0.10499783,-0.015574585,-0.11990533,0.005927842,-0.128422731,0.016539747,-0.123843637,-0.037164527,-0.039693601
0.054122555,-0.066756735,0.052706666,-0.062475022,0.053211859,0.071660882,-0.054930017,-0.060535041,-0.066018841,-0.052174168,-0.047653527,-0.067472744,-0.052000217,-0.048933916,-0.061013805,-0.061750156,-0.052519625,-0.064446426,-0.054573906,-0.06920849,-0.059564514,-0.083530625,-0.057434988,-0.0552082,-0.066321597,0.057663672,-0.063576964,-0.057622155,-0.050554538,0.061600556,-0.065407032,0.059610594,0.056667779,0.06310315,-0.048697674,0.061570503
-0.072947855,-0.010145687,-0.064203432,-0.011308751,-0.074705685,0.008151565,0.066044012,-0.016705412,0.063490127,-0.017085258,0.043035658,-0.0047754,0.043127105,0.008018727,-0.017759874,-0.057551924,0.021194325,0.003488664,0.072134186,-0.007476956,0.088982783,-0.005470712,0.006067269,-0.007141794,0.088301824,0.034556844,0.074019275,-0.024096496,-0.004460777,-0.039269313,0.048766701,0.0085447,-0.069437287,-0.017037193,0.047970524,0.021628632
0.029092062,0.147224651,0.020218654,0.148616092,0.037641588,-0.098859975,-0.000931675,0.151905797,0.003096033,0.141952396,-0.027935025,0.118747363,0.002320902,0.112744393,-0.005784569,0.129814956,-0.029684449,0.130240128,-0.027532492,0.149310524,-0.040384166,0.119064024,-0.017042631,0.141454198,-0.008127802,-0.14332818,-2.89E-05,0.119445625,-0.019285397,-0.133929959,0.006678071,-0.128794802,0.019666554,-0.137648405,-0.02814566,-0.136640515
-0.091521261,-0.014108367,-0.090632946,-0.023338465,-0.09338276,0.007720889,0.088413129,-0.023105396,0.076325038,-0.031940221,0.094632469,-0.011224256,0.0897687,-0.039748685,0.085804133,-0.027705529,0.092746934,-0.012862349,0.092407812,-0.016813591,0.096192325,-0.008071214,0.080540984,-0.017678704,0.092158248,0.031498968,0.088566462,-0.034528588,0.079197681,-0.008433133,0.0897082,0.039382434,-0.092929476,0.027809706,0.095728739,0.015862479
-0.087489814,-0.013204956,-0.093624996,-0.022649319,-0.09876285,0.018485274,0.093495746,-0.029490353,0.085190202,-0.039365554,0.09598918,-0.012327963,0.088482972,-0.040565045,0.088552175,-0.030155587,0.092235563,-0.016245375,0.091024132,-0.015587718,0.09614492,-0.007829556,0.093657026,-0.024437602,0.091113589,0.031160944,0.089878144,-0.036323794,0.078199223,-0.009405243,0.088207544,0.038253998,-0.091782876,0.028950796,0.097093678,0.017556048
0.021149056,0.126752648,0.035811256,0.062252196,0.032080622,-0.068795048,-0.027393767,0.040516407,-0.000966375,0.10386749,-0.028199223,0.008766314,-0.051524823,0.066772608,-0.021088112,0.044917799,-0.015157258,-0.00358398,-0.023333382,0.118286297,-0.036033094,0.113010506,-0.016487806,0.13046262,-0.005424513,-0.122463179,0.000669127,0.099072963,-0.016567531,-0.119588451,0.001769322,-0.118140704,0.018966922,-0.106896961,-0.031351201,-0.089265013
-0.096990233,-0.015587767,-0.097033826,-0.025435646,-0.100566349,0.015889374,0.098539941,-0.030203161,0.092042317,-0.040080591,0.103719615,-0.014348122,0.086210501,-0.033755958,0.090071111,-0.031622469,0.101616681,-0.004598308,0.093036595,-0.014118635,0.096810931,-0.006479217,0.09626528,-0.024469914,0.095617296,0.035407491,0.0943754,-0.038477708,0.108265311,0.044971846,0.095083929,0.043575914,-0.095496568,0.031574165,0.100106965,0.017003243
0.052303076,-0.067137775,0.052192644,-0.063545052,0.050793097,0.06916269,-0.054195618,-0.059784718,-0.06009787,-0.047277972,-0.044099477,-0.064902391,-0.050395549,-0.041407842,-0.05622913,-0.057988451,-0.048083989,-0.065676274,-0.047850988,-0.06579212,-0.055893775,-0.079991235,-0.052856017,-0.051995226,-0.05905185,0.057181821,-0.058942743,-0.053721195,-0.047529217,0.065942742,-0.057630448,0.053825011,0.049282872,0.058549411,-0.047377906,0.070672665
-0.086871048,-0.020339019,-0.098509577,-0.026592399,-0.029355836,0.007655896,0.089954452,-0.030363588,0.082420339,-0.031270306,0.09219104,-0.011075477,0.068051541,-0.024231459,0.091895404,-0.032700909,0.083531353,-0.009126734,0.081748053,-0.01381915,0.070742435,-0.014738905,-0.019232552,-0.020813671,0.084924736,0.02509668,-0.031110771,-0.049330012,0.106576815,0.046878806,-0.032094617,0.021088016,-0.077588023,-0.019259875,0.101046701,0.020264781
0.052288726,-0.055790925,0.05307863,-0.043804631,0.047383857,0.05889391,-0.052279859,-0.045443841,-0.065974809,-0.05043683,-0.053295468,-0.061935188,-0.057251035,-0.052076854,-0.058787862,-0.057408929,-0.05114962,-0.060064041,-0.053317973,-0.068826511,-0.027639667,-0.079281958,-0.056817186,-0.053865023,-0.061111421,0.056276269,-0.060750726,-0.054444534,-0.050303914,0.053609636,-0.063939405,0.057346746,0.054393408,0.056334719,-0.048826217,0.084052132
0.028217224,0.130965109,0.017546684,0.136523994,0.020916339,-0.129720473,-0.001087283,0.142940484,0.002481031,0.125484399,-0.025546031,0.123414219,0.009714956,0.128378699,-0.000855071,0.122864241,-0.030173032,0.117348981,-0.023746828,0.13024054,-0.037705581,0.110335044,-0.016201089,0.128838783,-0.008462314,-0.127941232,0.001874759,0.107758529,-0.016305926,-0.119715466,0.004875427,-0.115197669,0.019604102,-0.122900494,-0.025404204,-0.13147715
-0.087487679,-0.019016188,-0.095467166,-0.024736797,-0.099692262,0.015793512,0.092591079,-0.028655619,0.006909643,-0.051664634,0.048461533,0.052361625,0.088651645,-0.039638593,0.078591276,-0.036469501,0.099216514,-0.020832036,0.09286474,-0.018278285,0.099612179,-0.008551994,0.098598364,-0.025303421,0.067824257,0.028604714,0.087085252,-0.034744367,0.110856142,0.054860288,0.094209781,0.040867379,-0.08059049,0.034675886,0.087627376,0.016890577
0.05488154,-0.062963857,0.057489935,-0.055809717,0.051329507,0.068678154,-0.06016222,-0.058298332,-0.071365023,-0.061132485,-0.049848199,-0.071951379,-0.084327178,-0.023338593,-0.063539723,-0.063605306,-0.052614607,-0.069043722,-0.052682446,-0.05145368,-0.042590213,-0.04866406,-0.06051445,-0.060302828,-0.068339919,0.063832146,-0.065289187,-0.060434698,-0.054953034,0.067231442,-0.062437849,0.059529408,0.056394625,0.061707495,-0.051950543,0.07779007
0.027174029,0.12139822,0.019504477,0.132065413,0.036684395,-0.083927549,-0.00332396,0.14115647,0.006191781,0.122077368,-0.02716391,0.109564816,0.010775016,0.126543305,-0.001903849,0.117229767,-0.02945864,0.11933248,-0.023816187,0.134388201,-0.034381905,0.109830822,-0.015757659,0.105828128,-0.006537366,-0.12590122,0.000478266,0.105790562,-0.01534466,-0.118220037,0.003241519,-0.111104664,0.016958546,-0.122522256,-0.026002876,-0.106565852
0.03884449,-0.02068044,0.051343237,-0.045960694,0.040353687,-0.003678874,-0.059820619,-0.05288253,-0.064734375,-0.045204152,-0.04342674,-0.040378877,-0.057805616,-0.025425945,-0.056037046,-0.038247663,-0.030938682,-0.032996952,-0.04577787,-0.023855258,-0.05717174,-0.061592268,-0.038173574,-0.002515383,-0.066795406,0.057536363,-0.063427022,-0.052695755,-0.042235095,-0.002421872,-0.06360269,0.052520504,0.046106224,0.029820797,-0.046193504,0.058491428
