PC1_1,PC2_1,PC1_2,PC2_2,PC1_3,PC2_3,PC1_4,PC2_4,PC1_5,PC2_5,PC1_6,PC2_6,PC1_7,PC2_7,PC1_8,PC2_8,PC1_9,PC2_9,PC1_10,PC2_10,PC1_11,PC2_11,PC1_12,PC2_12,PC1_13,PC2_13,PC1_14,PC2_14,PC1_15,PC2_15,PC1_16,PC2_16,PC1_17,PC2_17,PC1_18,PC2_18
0.032713231,0.026720023,0.015911878,0.142640955,0.030809848,-0.079579339,-0.033301857,0.028224722,0.00086089,0.126564983,-0.036081835,0.112308246,-0.059474547,0.070007968,-0.010341848,0.102476381,-0.035587454,0.095240852,-0.029589038,0.088506949,-0.039740172,0.088207262,-0.016729854,0.110762019,-0.015881238,-0.075209188,-0.016905118,0.083198335,-0.031589622,-0.049444004,-0.006906365,-0.090125722,0.029200787,-0.059020772,-0.031575722,-0.02679328
-0.067091979,-0.016007714,-0.071270668,-0.011163621,-0.057967749,0.000704502,0.071135619,-0.028140873,0.069431642,-0.02959645,0.09685402,-0.011039271,0.057462421,-0.030201745,0.061029394,-0.024820572,0.018196094,0.071427325,0.092708689,-0.015513478,0.095827372,-0.007330231,0.008976885,0.096718845,0.08911189,0.030922724,0.079190287,-0.027332994,0.071795736,-0.003757877,0.084693134,0.026770934,-0.084129361,0.024505033,0.090560951,0.014829249
-0.074242424,-0.006612515,-0.072268652,-0.011042615,-0.089108121,0.007665428,0.072048555,-0.003330368,0.072160071,-0.022789694,0.084283521,-0.00866223,0.080189255,-0.030083479,0.083705586,-0.025630354,0.001379656,0.023340965,0.091668463,-0.015816617,0.08865017,-0.006547844,0.051609632,0.009750021,0.078384987,0.027706071,0.075157576,-0.025871512,-0.007879174,-0.04604929,0.083427951,0.026320221,-0.026869888,-0.043533263,0.090025572,0.014196905
0.04474237,-0.030161885,0.047589694,-0.036587073,0.033810557,0.000796154,-0.055347406,-0.046428827,-0.04313495,-0.006270275,-0.034046912,0.080544572,-0.056601276,-0.041496424,-0.024621304,0.056717367,-0.028171839,0.01158863,-0.032523898,0.029976389,-0.019103315,-0.013438624,-0.034557439,0.005986666,-0.048569078,0.020492324,-0.02216156,0.036153462,-0.047140305,0.044337358,-0.048334877,0.020487093,0.043736768,0.035124589,-0.038730467,0.019720158
-0.085678208,-0.015116072,-0.070186164,-0.008200033,-0.084964857,0.019151552,0.078818478,-0.02137821,0.073431775,-0.027121133,0.077508619,-0.006533754,0.075078867,-0.027967201,0.076512816,-0.020637558,0.076181823,-0.004303873,0.075841712,-0.006763737,0.082615733,-0.004052152,0.082079053,-0.017627049,0.074512945,0.027052168,0.079679053,-0.029928524,0.099561696,0.051309572,0.085908878,0.033848023,-0.069750027,-0.021594508,0.080842529,0.012056284
-0.059747793,-0.017201265,-0.076844952,-0.01463427,-0.06664951,0.033948434,-0.028470875,-0.014226417,0.037098906,-0.015187019,0.006608501,-0.039866863,0.019041889,-0.009601767,0.061773332,-0.023844441,-0.005176567,-0.004952044,0.00604587,-0.053119066,-0.000508242,-0.051521284,0.007233045,0.004104784,0.066058443,0.020304538,0.009135302,0.029702982,0.038378131,0.024652876,0.080323337,0.028832828,0.006641708,0.051268788,0.059362805,-0.0085507
0.0545495,-0.057475109,0.051739652,-0.054866375,0.049605382,0.053967438,-0.057253991,-0.054335048,-0.064775264,-0.051245077,-0.040144194,-0.055678996,-0.06461171,-0.055991223,-0.058943549,-0.054561023,-0.050237616,-0.05498051,-0.052636997,-0.022269997,-0.040178063,-0.091226824,-0.055852468,-0.052505627,-0.063976248,0.056213535,-0.064653875,-0.060629601,-0.049222155,0.060038015,-0.061866527,0.059633273,0.054111636,0.066437259,-0.050434957,0.070042321
-0.096634371,-0.015612161,-0.097683591,-0.015931163,-0.095131304,0.009706332,0.101139536,-0.030697081,0.093109465,-0.041463941,0.099217578,-0.012968501,0.090757965,-0.039438485,0.093618699,-0.031624083,0.10146229,-0.017093472,0.09430908,-0.016497843,0.09963579,-0.008781569,0.0970281,-0.022987869,0.09446888,0.032198893,0.094255794,-0.037324794,0.083864659,-0.006278142,0.092257886,0.033195501,-0.099090614,0.029865344,0.101378767,0.017170679
0.03169632,0.025648161,0.030727016,0.084603077,0.024248824,-0.09456143,-0.031800374,0.036514927,-0.037328406,0.041446703,-0.022905584,0.017128127,-0.020740615,0.099807025,-0.029962722,0.064237389,-0.02990073,0.092951104,-0.033993498,0.054304356,-0.042343904,0.106192747,-0.01536103,0.128047079,-0.0077868,-0.134637069,-0.005153027,0.095598006,-0.027574087,-0.077418292,-0.011309502,-0.087027268,0.022528613,-0.109373416,-0.027304317,-0.054136177
-0.093551647,-0.017001632,-0.076223839,-0.006496367,-0.093889893,0.016683512,0.086043694,-0.025524662,0.083090094,-0.029609618,0.089065451,-0.012982629,0.085879583,-0.031967828,0.085402811,-0.022408634,0.088268376,-0.004354291,0.079589625,-0.007757995,0.095938787,-0.005685272,0.093316298,-0.019518795,0.088411224,0.032910652,0.08693579,-0.030340862,0.082545864,-0.010013383,0.097075401,0.038148436,-0.078338307,-0.020173827,0.095180477,0.01507585
0.05590912,-0.067548731,0.058731016,-0.080349356,0.048068372,0.0897212,-0.059395437,-0.0686974,-0.069975544,-0.054687292,-0.051899076,-0.073613811,-0.064361583,-0.066474319,-0.064219752,-0.067135678,-0.053936467,-0.071076445,-0.056762921,-0.081303385,-0.039885361,-0.097755391,-0.061293429,-0.062742258,-0.069733567,0.057796488,-0.067825635,-0.065065676,-0.055665923,0.071652432,-0.066935108,0.065681274,0.057962831,0.068713496,-0.052289944,0.075525944
-0.104405042,-0.019369222,-0.096183069,-0.019044138,-0.103899851,0.015083768,0.100593636,-0.030995863,0.094851654,-0.042715203,0.102451564,-0.013608048,0.095345372,-0.041987392,0.092139456,-0.031851121,0.104135036,-0.013659944,0.098192664,-0.017619254,0.101455146,-0.007246962,0.101513182,-0.026121412,0.094531619,0.033485233,0.097719492,-0.038247391,0.087462149,-0.007700338,0.097562001,0.043288468,-0.096565925,0.032085824,0.103018921,0.017524192
-0.091966643,-0.013094297,-0.064796607,-0.006943456,-0.06836455,-0.002302065,0.058323915,-0.009332958,0.086464159,-0.035456636,0.064238254,-0.000368635,0.054254903,0.008518863,0.079919285,-0.01376826,0.007807153,0.024815585,0.020179034,0.055453775,0.072905183,-0.001669265,0.06479454,-0.006178777,0.017972722,-0.036875982,0.083241242,-0.030199144,0.085289735,-0.00917744,0.037363979,-0.023360496,-0.068793166,0.016167634,-0.006139179,-0.073473149
-0.074758157,-0.01163887,-0.078768988,-0.020328033,-0.079031097,0.006943612,0.075268311,-0.021661241,0.074770089,-0.033089053,0.0805953,-0.010011148,0.07563377,-0.033257742,0.076139988,-0.025173675,0.085214718,-0.013246201,0.078301151,-0.013719478,0.082910259,-0.006845631,0.081095839,-0.020960713,0.07854685,0.028189866,0.075308703,-0.028860452,0.06905381,-0.008033283,0.07759349,0.034160283,-0.081073121,0.025505484,0.080664041,0.013871956
-0.085431915,-0.014876232,-0.088506643,-0.013331003,-0.091093683,0.008505757,0.091591102,-0.026216158,0.083291569,-0.035357565,0.087224933,-0.01221205,0.07936694,-0.032094676,0.082586154,-0.027219733,0.085006906,-0.005551052,0.085872238,-0.014821397,0.092289828,-0.007159893,0.08525695,-0.019082912,0.086084056,0.028921923,0.084991542,-0.033392114,0.07627798,-0.007669658,0.083964488,0.03335921,-0.088961376,0.026010143,0.09201942,0.014716128
-0.027781514,-0.01511232,-0.083211669,-0.018367436,-0.052677955,-0.003025803,0.027906012,0.013293052,0.022857248,0.032146687,0.033847395,0.025165635,0.042070788,0.005931572,0.053430566,-0.018708202,0.059651821,-0.000793957,0.085592516,-0.016492424,0.084123929,-0.00648974,0.049089001,-0.000914057,0.039418475,0.006535472,0.017675932,0.069565855,-0.010981485,-0.046330393,0.072214897,0.01170623,-0.073592269,0.018478086,0.08266782,0.018809932
0.050259783,-0.060833812,0.0517371,-0.048954639,0.044545021,0.076568353,-0.051072442,-0.058222271,-0.061132608,-0.042095583,-0.05052583,-0.060282513,-0.070858755,-0.029641516,-0.055963236,-0.055421551,-0.045757934,-0.047582468,-0.049647396,-0.063469183,-0.055265675,-0.07544757,-0.053479361,-0.056452201,-0.049513497,0.039624467,-0.058956788,-0.053954177,-0.046913832,0.056982254,-0.0578575,0.051229423,0.05117838,0.059366194,-0.044836501,0.060192766
0.054969595,-0.067962334,0.050484212,-0.054079686,0.045057958,0.047709921,-0.054853896,-0.059471301,-0.062469028,-0.045694066,-0.052884434,-0.058281925,-0.055600754,-0.049791505,-0.054948988,-0.045128847,-0.045905844,-0.048972212,-0.05266413,-0.069598642,-0.036973964,-0.074607334,-0.055513081,-0.053855708,-0.062277326,0.052585953,-0.061149583,-0.053863596,-0.049688941,0.061022902,-0.062182568,0.053068927,0.05489128,0.062585327,-0.050111446,0.076242561
-0.092772321,-0.015346853,-0.093607151,-0.023889649,-0.099192334,0.00927411,0.097104547,-0.0305977,0.091659199,-0.040652421,0.10000263,-0.012818172,0.089244224,-0.036253366,0.093369146,-0.030190626,0.108454547,-0.015550224,0.099851524,-0.018429444,0.101372175,-0.007977813,0.093586688,-0.022087945,0.097243789,0.035755184,0.090088712,-0.035893058,0.085348283,-0.008133487,0.090530769,0.030663459,-0.098009335,0.031466263,0.101743287,0.017278817
0.031722846,-0.014521683,0.025107116,0.029541143,0.032059862,0.015193695,-0.012872878,0.046141836,-0.005168914,0.064429523,-0.022562237,0.054459681,-0.024500414,-0.005236863,-0.037351875,-0.009085761,-0.039289253,-0.03575253,-0.033681008,-0.002368295,-0.028768405,-0.017912652,-0.040235058,-0.015907414,-0.023185121,0.002211326,-0.00821091,0.058678768,-0.049489949,0.057820633,-0.053586945,0.040567079,0.019612232,-0.000148593,-0.007642068,-0.004382181
0.048924523,-0.059923909,0.050593728,-0.0621214,0.046752446,0.039925656,-0.050831946,-0.035301434,-0.043891932,-0.017154474,-0.044408671,-0.052139384,-0.055081354,-0.040700103,-0.058135281,-0.046752067,-0.046113326,-0.046729844,-0.044501094,-0.054734778,-0.037414238,-0.035404801,-0.044845193,-0.033707092,-0.066462871,0.057900308,-0.061774415,-0.053815289,-0.047233383,0.040379899,-0.061309416,0.043455645,0.055154254,0.06297792,-0.046313121,0.020377899
0.058735382,-0.071318927,0.055859824,-0.043221783,0.058229244,0.064188947,-0.05911857,-0.060093866,-0.068508827,-0.057609115,-0.05105125,-0.07126667,-0.060485759,-0.053898426,-0.063874188,-0.06009104,-0.054007814,-0.064162072,-0.053382267,-0.075916923,-0.041535677,-0.050501634,-0.058833175,-0.059111482,-0.071495768,0.063527258,-0.065942604,-0.06134128,-0.054671931,0.056142263,-0.064321886,0.06458785,0.057547301,0.065894112,-0.053541092,0.074689979
-0.093520268,-0.014744611,-0.095123902,-0.015547872,-0.092280886,0.009410217,0.097980819,-0.029323494,0.0903818,-0.039211891,0.09660252,-0.012067468,0.087144792,-0.037394395,0.091271974,-0.030398012,0.097423538,-0.013063851,0.089175721,-0.015291517,0.095570573,-0.007959054,0.094762912,-0.021621809,0.091127541,0.030471269,0.091064943,-0.03591702,0.081149555,-0.006479302,0.088577546,0.032060302,-0.094826248,0.027842005,0.097971895,0.016408696
-0.090262081,-0.013737984,-0.095235165,-0.015826944,-0.09921655,0.023682073,0.09601315,-0.030608607,0.088683784,-0.038631656,0.09964333,-0.014994231,0.086640715,-0.037748557,0.088634324,-0.031349763,0.094596664,-0.016599426,0.09025211,-0.015258435,0.096609331,-0.008010805,0.091473025,-0.020392606,0.094464439,0.032508268,0.091434263,-0.036642615,0.080185717,-0.009168688,0.090340053,0.039438635,-0.095075277,0.029948858,0.098373937,0.017806903
-0.075242294,-0.0130038,-0.055453775,-0.007811895,-0.016825859,-0.017739406,0.070652845,-0.018281256,0.0344614,0.020287603,-0.004528505,0.055928374,0.022022796,0.022287223,0.061753344,-0.003212374,0.083212347,-0.01207254,0.015999601,0.060293711,0.015548389,0.029669674,0.080835037,-0.020053211,0.020073455,-0.029251871,0.077447878,-0.028523998,-0.012354057,-0.0378445,-0.008828001,-0.046086242,-0.058704685,0.010414779,0.014546889,-0.024557025
0.029664397,-0.026805823,0.040319851,-0.053619758,0.044418042,0.052142543,-0.044540072,-0.042122561,-0.0180813,0.021336234,-0.035354263,-0.045530742,-0.045604385,-0.041685137,-0.048153132,-0.043195486,-0.039830809,-0.05244798,-0.036033266,0.013021099,-0.019247848,-0.048916042,-0.044477043,-0.038330193,-0.021998905,-0.022160263,-0.045570761,-0.036376191,-0.042734737,0.049136702,-0.053202441,0.050895725,0.04067059,0.038607599,-0.031832003,0.009038113
-0.082464288,-0.013659535,-0.076885541,-0.016048856,-0.084814245,0.019311767,0.081236002,-0.024621991,0.078891548,-0.034452547,0.082152298,-0.011059784,0.085055884,-0.037786871,0.080428065,-0.025450839,0.091019817,-0.014129839,0.087292948,-0.014998358,0.089775506,-0.006556731,0.07252905,-0.013947184,0.084632439,0.02926701,0.081665442,-0.032953375,0.072888955,-0.011032228,0.08090452,0.028737332,-0.084200403,0.024901843,0.088551753,0.013802601
0.024059959,0.018384566,0.024881624,0.036648554,0.025062802,-0.054447711,-0.016084209,0.051062827,-0.025719231,0.018846556,-0.024831617,0.077480548,0.006213304,0.088363875,-0.006414144,0.072226288,-0.02203486,0.080882842,-0.0202001,0.051829473,-0.024920166,0.073929417,-0.010018228,0.088731939,-0.019888939,-0.025775259,-0.025071551,0.012771996,-0.020300259,-0.046142574,0.001872194,-0.072750875,0.013206288,-0.082063354,-0.014790822,-0.08963283
0.026825012,-0.010697831,0.034790244,0.015665051,0.027364475,-0.023805646,-0.026798863,0.021609073,-0.02893963,0.0060279,-0.025119272,-0.015172156,-0.049474198,0.037221605,-0.029842324,0.028503104,-0.01061393,-0.00185875,-0.025094443,0.038209433,-0.030624455,0.056686709,-0.023615494,0.001988113,-0.031549388,0.018065566,-0.022774021,0.05719556,-0.029075427,-0.011150664,-0.024799722,-0.040326002,0.028139735,-0.000562736,-0.021170767,-0.002026732
-0.086124577,-0.014191632,-0.083367871,-0.020300485,-0.089028483,0.006405281,0.086911092,-0.026714087,0.082762305,-0.036537479,0.091076808,-0.01091022,0.080482056,-0.031553096,0.084101249,-0.027444231,0.098573584,-0.01329315,0.089496012,-0.015632046,0.090511744,-0.006262643,0.084754989,-0.019541838,0.086935584,0.03164224,0.084431303,-0.034137718,0.076537374,-0.008370023,0.082011302,0.026647185,-0.088122004,0.026926186,0.091199886,0.013751437
0.055463026,-0.06398088,0.054263801,-0.073190497,0.055050778,0.074192933,-0.059735805,-0.067744795,-0.070208193,-0.056288751,-0.058479865,-0.06714826,-0.067129346,-0.064334742,-0.06136015,-0.05879867,-0.053131228,-0.069414326,-0.052854287,-0.072705949,-0.032800833,-0.088150142,-0.059650127,-0.062160215,-0.069836881,0.064419727,-0.065470728,-0.061917814,-0.050934179,0.065498608,-0.066865872,0.05954965,0.056132891,0.064591173,-0.050742671,0.071933397
-0.096767423,-0.01662397,-0.093647306,-0.016836491,-0.096802432,0.013272121,0.095121459,-0.029119953,0.090927389,-0.040843911,0.10206515,-0.013522978,0.091644165,-0.040766073,0.088306803,-0.030817164,0.095581879,-0.001836702,0.088104556,-0.015682903,0.095583262,-0.007241451,0.095868678,-0.025217369,0.090328368,0.034564454,0.092551817,-0.037301091,0.081970024,-0.011641633,0.092632894,0.041621906,-0.094381615,0.029568706,0.097796702,0.015591793
-0.085678064,-0.015998538,-0.004807432,-0.020284058,-0.034648726,-0.00966786,0.074210589,-0.023751698,0.073984292,-0.028802207,0.082127108,-0.01009513,0.055492335,-0.021364507,0.079560711,-0.02606917,0.090795642,-0.014534737,-0.003472107,0.007461103,0.082918292,-0.00787889,0.082211528,-0.017209861,0.077091742,0.029227324,-0.010860094,-0.034441691,0.073118381,-0.00696524,0.070918586,0.017412916,-0.07896016,0.0289489,0.08533804,0.014729927
0.022287417,0.120509015,0.016707536,0.106503263,0.021208357,-0.118008139,-0.025839872,0.08410253,0.000943834,0.123929297,-0.0238369,0.117208521,-0.006165639,0.083285756,-0.007949099,0.100023437,-0.032428096,0.123166156,-0.025966137,0.103440219,-0.022185297,0.042443207,-0.024791113,0.054921192,-0.010722602,-0.093088275,0.000491496,0.096362022,-0.019269236,-0.096346343,0.007556495,-0.116887911,0.012190218,-0.11125091,-0.035180199,-0.058888958
0.054522957,-0.06524104,0.053594473,-0.054747347,0.048813867,0.079606435,-0.055633923,-0.055524899,-0.06619971,-0.050754995,-0.047636667,-0.066432211,-0.051740621,-0.048668115,-0.061674408,-0.061008835,-0.050272909,-0.062263498,-0.055374006,-0.068584921,-0.059157754,-0.082495595,-0.05540005,-0.055428596,-0.065846069,0.056378656,-0.062295318,-0.054446499,-0.050111088,0.061469559,-0.064725861,0.055949386,0.055423015,0.060434939,-0.048904274,0.061947744
0.055976718,-0.068730612,0.056168505,-0.078163333,0.050307562,0.07038479,-0.060564454,-0.061080023,-0.066860066,-0.053300094,-0.048444679,-0.071410827,-0.065912877,-0.061306976,-0.0629853,-0.063815099,-0.050936366,-0.055114732,-0.05933793,-0.072509185,-0.052325778,-0.077250617,-0.058066645,-0.058575501,-0.06081801,0.047685607,-0.064347235,-0.058485806,-0.051587129,0.064301858,-0.06267842,0.054311904,0.056619555,0.059831701,-0.052088551,0.076552778
-0.076182689,-0.010916202,-0.066748766,-0.005696551,-0.077866853,0.007478114,0.07331857,-0.020753672,0.071565809,-0.025374227,0.075377886,-0.009789012,0.071242108,-0.023290071,0.07435707,-0.018113814,0.078068292,-0.002518025,0.071129813,-0.006219282,0.082203072,-0.004500976,0.076963632,-0.014193155,0.075318934,0.02523623,0.075608161,-0.026598489,0.071678983,-0.007913006,0.083880076,0.030471401,-0.055806526,-0.025649965,0.081914455,0.012273169
-0.08087026,-0.01478131,-0.080331218,-0.014340118,-0.084075366,0.018371881,0.078230057,-0.023732897,0.078204306,-0.034447804,0.086013919,-0.009781509,0.071972183,-0.02608503,0.078861101,-0.02652314,0.081060226,-0.013112767,0.062702591,-0.018233264,0.084258811,-0.006195551,0.083304683,-0.021498403,0.074395281,0.027624466,0.07408965,-0.028224022,0.095732929,0.048600922,0.081181978,0.036008647,-0.069463284,-0.017783548,0.077161298,0.011178177
0.037942602,-0.011857689,0.032723859,0.021859466,0.035192372,-0.018442557,-0.029990001,0.028672455,-0.043356519,4.69E-05,-0.035909017,0.01963649,-0.028645065,0.024921257,-0.031836809,0.023807286,-0.039307895,0.027459619,-0.03682925,-0.001975881,-0.047500583,0.015240155,-0.038655631,-0.018620361,-0.038140196,-0.002884562,-0.04061778,0.012942609,-0.040406301,0.002836753,-0.034122907,-0.006811978,0.041990606,0.020991207,-0.040489095,0.016900084
0.020019969,1.84E-05,0.022763402,0.018327701,0.013078543,-0.062882783,-0.015046776,0.028361318,-0.021286094,0.010243469,-0.025373026,0.034963775,-0.026976253,0.012711102,-0.011678282,0.048810575,-0.007668524,0.008654974,-0.014351305,0.075129591,-0.024104526,0.048994546,-0.009174477,0.070885097,-0.006630939,-0.05463901,-0.004998529,0.063885485,-0.0181554,-0.028511723,-0.02160535,-0.010886992,0.022680385,0.000369474,-0.017570334,0.000390885
0.050202392,-0.061998638,0.051410926,-0.062931465,0.04609792,0.059037414,-0.052827171,-0.053603675,-0.061923849,-0.05339529,-0.044718387,-0.063278633,-0.054984708,-0.054964125,-0.054926632,-0.05314063,-0.04694129,-0.061059686,-0.049090966,-0.067360605,-0.043811684,-0.05684709,-0.053610124,-0.055889912,-0.06045515,0.054877788,-0.05587998,-0.051558706,-0.04724769,0.060454541,-0.056299592,0.045603622,0.049721711,0.057174867,-0.046292755,0.060339687
0.029311266,0.04046814,0.041325179,-0.021117907,0.034714342,-0.006824488,-0.035028432,0.006863404,-0.012254845,0.033899781,-0.030957545,0.068534084,-0.046497888,-0.029604094,-0.043813321,-0.018957906,-0.040728744,-0.031639686,-0.029782989,0.061937354,-0.051181756,-0.053220747,-0.047098647,-0.037454341,-0.047318823,0.019803014,-0.054205972,-0.044124833,-0.032217773,-0.017147888,-0.020420869,-0.04486238,0.033445032,-0.04963826,-0.033865845,-0.00195675
0.026906811,0.128295786,0.018181737,0.117462248,0.021054156,-0.121156996,-0.000598115,0.135442916,-0.006693752,0.113289034,-0.02718816,0.113890323,0.009692891,0.124088839,-0.002393314,0.121205977,-0.028376262,0.127900409,-0.03334842,0.039207577,-0.038308765,0.052367178,-0.016221312,0.125684466,-0.008395545,-0.123681887,0.000253206,0.10090915,-0.016377878,-0.118133286,0.003699879,-0.128389173,0.018262371,-0.118903183,-0.025776793,-0.120566318
0.031393636,0.153665442,0.021845869,0.159726688,0.027895948,-0.157896564,-0.027744494,0.105540164,-0.000293586,0.140585881,-0.040043412,0.139150737,0.008991382,0.146789249,-0.005050049,0.140988939,-0.035136879,0.156421194,-0.033315407,0.096179462,-0.040322765,0.136528978,-0.018354158,0.155662619,-0.01204537,-0.14502468,-0.005480891,0.116030988,-0.018968313,-0.130080963,0.002393376,-0.119208594,0.026504327,-0.131817219,-0.027852699,-0.149886959
0.054411768,-0.058173793,0.049464894,-0.039368645,0.050199112,0.076281083,-0.055717007,-0.055121837,-0.065915718,-0.050221457,-0.047457646,-0.067024677,-0.043655437,-0.028763584,-0.054423352,-0.046101937,-0.049745428,-0.056710539,-0.050912326,-0.064625763,-0.043088626,-0.036367323,-0.056170907,-0.057457947,-0.061684614,0.047406417,-0.060357896,-0.04958285,-0.051289481,0.062925044,-0.059600645,0.05443523,0.056380334,0.0607004,-0.050014247,0.064066134
-0.098603826,-0.01832984,-0.097586968,-0.028620499,-0.101802141,0.015858976,0.097170389,-0.029349084,0.091693657,-0.040191196,0.103461316,-0.013613352,0.093478357,-0.041451307,0.092527769,-0.03234991,0.103295955,-0.017001292,0.091252088,-0.018095595,0.100395977,-0.008655292,0.099229293,-0.026103219,0.094831481,0.037960675,0.095230983,-0.038421229,0.085699975,-0.009066222,0.095258696,0.043576929,-0.099307013,0.031717453,0.097977059,0.018645773
0.031923821,-0.017300127,0.040467469,-0.009896577,0.041361014,0.007220606,-0.035860366,0.002788385,-0.04041887,-0.003702223,-0.034568074,-0.00999685,-0.04413075,-0.014184876,-0.048410062,-0.029841448,-0.041416069,-0.032525042,-0.028859668,-0.026762906,-0.039953094,0.046347028,-0.030903386,-0.016616184,-0.037759296,0.005809163,-0.048190195,-0.026855149,-0.03867865,0.016307071,-0.052577636,0.036260039,0.040711273,0.028452163,-0.041086133,0.034462014
-0.066575328,0.000845525,0.015345069,-0.016357545,-0.000450409,-0.021077926,0.068785606,-0.017227598,0.064078174,-0.025091845,0.050265787,-0.005494525,0.060209066,-0.018260528,0.031994856,0.009377049,0.001075529,0.084055098,0.060789191,-0.005611879,-0.006274952,-0.013060656,0.057047297,0.001761815,0.014923939,-0.029097178,-0.038908287,-0.03115008,-0.003108864,-0.016233154,0.082854594,0.038771122,-0.075244901,0.019948538,-0.021776362,-0.060565232
0.039471765,-0.021905305,0.043612337,-0.042869533,0.03327545,0.002204335,-0.03842004,-0.012075368,-0.033701815,-0.002986554,-0.040075427,0.000163171,-0.041087083,-0.02220286,-0.039104439,0.003592603,-0.044473454,-0.04182519,-0.045463638,-0.042108583,-0.025811979,-0.040474401,-0.032957514,-0.016320044,-0.033794523,0.004430984,-0.053783253,-0.041181485,-0.041593288,0.026629046,-0.048869929,0.039651772,0.040958752,0.004308247,-0.04458211,0.051469464
0.053320185,-0.060163499,0.053577556,-0.059240238,0.051045396,0.039478807,-0.054570126,-0.055719046,-0.063066735,-0.049271815,-0.042081068,-0.055381238,-0.056764143,-0.047464908,-0.057185473,-0.053852247,-0.05050137,-0.054782591,-0.056779774,-0.067379011,-0.059298681,-0.077987098,-0.054025686,-0.053003331,-0.062293562,0.053045888,-0.064413792,-0.059732387,-0.051575737,0.0633897,-0.061352757,0.059652253,0.053057514,0.060936229,-0.04958213,0.05899501
-0.055684745,0.005610112,-0.033378657,-0.03218913,-0.057379787,0.007623521,0.059971329,-0.028462345,0.078099071,-0.028365908,0.093481441,-0.01202565,0.084065669,-0.035556316,0.077227705,-0.024468884,0.005649398,-0.004675448,0.054929598,-0.022292009,0.067528673,-0.018418163,0.064100197,-0.008715625,0.074265378,0.020120249,0.038350443,0.03766902,0.074542947,-0.009958505,0.048359977,-0.004152781,-0.075936244,0.025757663,0.027701608,-0.032671596
0.056066162,-0.065609476,0.054921713,-0.037161604,0.051976368,0.061635575,-0.055424149,-0.058692697,-0.066543043,-0.053320653,-0.049326761,-0.066535639,-0.055633926,-0.05039946,-0.06079227,-0.056048574,-0.052084873,-0.062746417,-0.053252357,-0.07120457,-0.027202577,-0.080352366,-0.056524103,-0.056032429,-0.067193662,0.058762941,-0.062541428,-0.054065497,-0.051573772,0.064228693,-0.061033604,0.059383717,0.055570822,0.060733659,-0.051325526,0.069269497
0.029567529,0.016012859,0.028991277,0.005187187,0.026791446,-0.013504512,-0.030478313,0.021013794,-0.009849721,0.038697227,-0.034885001,0.061366585,-0.055466011,0.012570009,-0.03484063,0.008414535,-0.032150975,-0.000132895,-0.041248864,-0.041698881,-0.028318635,0.015362529,-0.014828871,0.048340033,-0.015004427,-0.029144383,-0.028711941,0.022702081,-0.028610672,-0.036912356,-0.034494494,0.003304186,0.035808229,-0.012441696,-0.035019591,0.007418239
0.054299065,-0.070574544,0.054527901,-0.077980565,0.049180064,0.071126793,-0.059845866,-0.058978021,-0.066262729,-0.055942249,-0.04555522,-0.070283034,-0.063645254,-0.061825331,-0.060468318,-0.063852844,-0.050458338,-0.053044074,-0.056512795,-0.071369342,-0.049552359,-0.076105222,-0.055051433,-0.057406257,-0.054531744,0.040282121,-0.061549606,-0.056930312,-0.050153047,0.064107384,-0.060239625,0.054319355,0.054429227,0.060153228,-0.049470616,0.074103022
0.027340916,0.132821454,0.016864834,0.107817376,0.037514995,-0.059342404,0.000333223,0.144237436,0.004358778,0.11409718,-0.031362365,0.130362276,0.00859031,0.134835248,-0.003966414,0.121433784,-0.032385131,0.136758802,-0.023475573,0.149251761,-0.040530955,0.103841486,-0.013661009,0.144299099,-0.006815579,-0.137572853,0.000602687,0.110957811,-0.017422142,-0.115050336,0.003989381,-0.130547569,0.031872828,-0.028219108,-0.024787375,-0.117439317
-0.091857056,-0.013639809,-0.096528905,-0.015077555,-0.101025531,0.023228337,0.097555926,-0.030550271,0.09040554,-0.03874623,0.101384861,-0.014765035,0.088475441,-0.037815877,0.090468412,-0.03163145,0.096414401,-0.016208982,0.092039589,-0.015008177,0.09823884,-0.00779323,0.0938117,-0.020385561,0.096411857,0.032854876,0.093042258,-0.036682166,0.081982536,-0.009725688,0.092638128,0.039667475,-0.096441952,0.029497475,0.100678305,0.017716847
-0.078615125,-0.012838151,-0.081130939,-0.021322331,-0.082569422,0.012960186,0.082795895,-0.026025524,0.077270665,-0.034454614,0.087437213,-0.011574808,0.07762696,-0.034473334,0.073936366,-0.025825197,0.085296666,-0.004969208,0.080827989,-0.015554373,0.081038224,-0.00619303,0.081333857,-0.021280476,0.081212137,0.02891534,0.079312418,-0.031826041,0.089888509,0.036442556,0.080200141,0.036992708,-0.081743569,0.027718055,0.084108208,0.014224921
0.00747197,0.089542311,-0.058137062,0.002408293,-0.043610934,-0.047916315,0.068747818,-0.016477868,0.054414075,0.001295659,-0.003235848,0.10346348,0.049580778,0.020067857,0.07903233,-0.017502306,0.005701161,0.027301954,0.070830352,-0.005882316,-0.016319151,0.036987546,0.095108168,-0.023121976,0.046222418,-0.008209854,0.073942086,-0.02301641,-0.015356896,-0.045787637,0.078633993,0.016423033,-0.086907235,0.02371127,0.089557954,0.012933576
